Clau/var,Iterações
3.3333333333333335,7
2.0,1
1.1666666666666667,18
1.75,13
3.3333333333333335,7
1.1666666666666667,16
1.0,12
0.3333333333333333,265
2.0,6
0.625,69
0.42857142857142855,77
0.375,148
0.42857142857142855,103
0.8,23
1.0,6
1.0,14
2.25,4
1.5,5
0.3,117
3.3333333333333335,7
2.0,0
2.6666666666666665,3
2.0,6
2.0,3
3.0,5
2.3333333333333335,3
3.0,3
1.4,2
1.3333333333333333,2
1.1666666666666667,49
2.3333333333333335,7
2.25,6
3.0,6
1.3333333333333333,0
0.5714285714285714,12
1.0,12
0.625,27
2.6666666666666665,1
0.8571428571428571,31
0.6666666666666666,24
2.0,0
1.25,14
0.375,136
1.2,11
2.25,11
3.3333333333333335,2
2.25,10
0.75,9
0.5,28
0.75,8
1.6,4
2.25,3
2.25,15
0.5714285714285714,115
2.25,4
2.0,11
1.2,5
3.3333333333333335,4
1.5,12
2.3333333333333335,1
1.0,1
1.0,8
1.75,15
2.25,3
1.0,15
1.75,6
1.2,14
0.6666666666666666,43
2.0,3
0.625,110
2.3333333333333335,2
3.3333333333333335,6
0.4444444444444444,109
1.5,10
3.3333333333333335,1
0.3,923
2.6666666666666665,3
3.0,3
0.75,3
1.0,34
1.25,10
0.3,301
2.0,6
0.625,42
1.75,8
1.0,3
1.5,8
1.0,0
1.1666666666666667,12
3.3333333333333335,3
0.5714285714285714,47
2.0,1
3.3333333333333335,4
1.75,5
0.7142857142857143,71
0.5714285714285714,98
3.0,7
3.0,2
1.1666666666666667,0
2.25,2
1.1666666666666667,28
1.2,12
3.3333333333333335,3
0.8,6
0.375,169
0.3333333333333333,76
3.0,5
1.5,9
1.1666666666666667,22
0.625,136
0.42857142857142855,3
0.5,73
0.3,298
2.25,8
1.0,4
2.6666666666666665,5
1.25,2
3.3333333333333335,6
2.0,5
3.0,7
0.8,1
2.6666666666666665,3
1.3333333333333333,4
1.0,56
2.6666666666666665,0
1.2,11
1.75,6
0.5,67
0.6666666666666666,23
2.3333333333333335,1
1.0,3
0.5714285714285714,118
1.6,22
0.75,9
0.8,13
3.3333333333333335,2
3.3333333333333335,5
0.6666666666666666,60
3.3333333333333335,0
0.5,26
2.3333333333333335,1
2.3333333333333335,3
1.25,2
2.3333333333333335,6
1.1666666666666667,13
3.3333333333333335,5
0.7142857142857143,123
3.3333333333333335,7
0.5,3
2.25,4
0.3,765
0.5,37
1.0,0
1.75,9
1.6,24
2.3333333333333335,4
1.4,18
3.3333333333333335,7
3.0,3
0.3,429
2.3333333333333335,4
3.3333333333333335,3
1.6,0
0.7142857142857143,101
2.0,9
1.2,0
2.25,1
1.75,11
3.3333333333333335,1
1.1666666666666667,25
2.3333333333333335,3
1.6,23
2.6666666666666665,2
0.8,12
3.3333333333333335,3
1.0,31
3.3333333333333335,4
3.3333333333333335,5
0.4444444444444444,316
3.3333333333333335,3
1.6666666666666667,6
0.5714285714285714,71
2.0,6
1.4,2
1.3333333333333333,2
1.0,3
1.1666666666666667,59
0.5714285714285714,65
3.3333333333333335,1
2.25,12
1.4,5
1.6,9
2.6666666666666665,7
0.3333333333333333,233
0.4444444444444444,469
0.625,2
0.8571428571428571,21
0.3333333333333333,470
0.75,7
3.0,5
3.3333333333333335,5
2.6666666666666665,0
1.0,5
1.0,5
2.0,6
2.0,15
0.75,9
2.25,12
1.6,21
0.8,17
1.1666666666666667,52
3.3333333333333335,0
0.3,419
0.375,144
2.6666666666666665,0
1.1666666666666667,55
3.3333333333333335,5
1.25,11
1.75,12
0.75,5
3.0,4
1.4,4
0.6666666666666666,25
2.0,12
3.3333333333333335,4
0.8571428571428571,56
2.6666666666666665,3
1.25,1
0.5,36
1.5,14
1.0,39
2.25,4
2.25,9
0.8571428571428571,1
2.25,10
3.3333333333333335,5
2.3333333333333335,1
1.5,10
2.3333333333333335,5
2.25,5
0.625,110
1.1666666666666667,7
2.25,5
0.5,95
0.8,9
1.25,6
1.4,2
0.5,72
2.6666666666666665,5
0.5,51
1.5,14
1.1666666666666667,24
3.0,1
1.1666666666666667,11
1.75,14
2.25,1
0.7142857142857143,78
1.1666666666666667,40
2.0,4
0.4444444444444444,180
1.1666666666666667,58
1.2,21
3.3333333333333335,7
1.0,25
2.6666666666666665,0
0.3,425
1.0,4
1.25,5
3.3333333333333335,4
1.0,0
0.375,1
1.0,12
3.3333333333333335,3
2.3333333333333335,0
0.8,20
0.8333333333333334,2
1.5,1
3.3333333333333335,1
1.6,16
2.0,11
2.6666666666666665,0
2.25,5
0.6,25
0.6666666666666666,40
0.375,92
1.5,7
1.0,12
2.6666666666666665,5
1.75,10
1.0,3
3.3333333333333335,6
2.25,4
2.0,0
0.625,211
3.3333333333333335,2
2.0,9
1.0,9
1.2,16
1.1666666666666667,12
1.0,1
0.42857142857142855,109
3.0,5
1.4,12
0.375,200
2.6666666666666665,1
0.8,19
0.8,21
3.3333333333333335,2
1.5,10
1.2,13
1.1666666666666667,60
3.3333333333333335,2
1.0,52
0.5,155
0.8,7
1.2,9
3.3333333333333335,6
0.4444444444444444,51
1.0,57
3.3333333333333335,3
1.75,3
1.5,5
1.0,36
2.0,5
3.0,4
0.7142857142857143,44
1.0,35
1.0,41
1.25,2
0.3333333333333333,446
1.2,18
1.6666666666666667,2
1.75,8
1.0,25
0.42857142857142855,60
1.4,10
2.0,12
1.4,7
1.5,15
3.3333333333333335,7
0.8571428571428571,33
0.625,70
3.3333333333333335,4
2.0,8
2.3333333333333335,7
1.2,23
1.4,31
2.25,13
0.3333333333333333,180
2.0,7
1.5,0
3.0,1
1.4,5
0.8571428571428571,127
0.625,251
0.8571428571428571,21
1.1666666666666667,48
0.5,50
3.0,4
3.0,3
2.25,7
2.25,2
3.3333333333333335,5
2.3333333333333335,5
1.1666666666666667,50
3.3333333333333335,6
2.0,8
0.6666666666666666,38
1.1666666666666667,32
3.0,7
1.2,7
1.75,2
2.6666666666666665,4
3.3333333333333335,5
2.0,0
0.8571428571428571,54
2.3333333333333335,4
3.3333333333333335,4
1.1666666666666667,46
0.3,481
2.0,14
0.5,54
1.6,18
3.0,2
0.75,0
2.3333333333333335,4
2.6666666666666665,3
2.3333333333333335,2
3.3333333333333335,4
0.5,20
3.3333333333333335,3
2.25,10
3.3333333333333335,5
0.625,186
2.25,7
0.42857142857142855,69
2.0,1
1.75,9
3.3333333333333335,5
3.3333333333333335,2
2.25,13
1.3333333333333333,2
0.8333333333333334,2
2.3333333333333335,7
0.6666666666666666,21
2.25,15
0.3333333333333333,59
0.3,36
0.8571428571428571,58
2.25,7
1.4,15
2.3333333333333335,5
1.1666666666666667,25
0.8,29
3.3333333333333335,6
0.4444444444444444,251
2.6666666666666665,6
1.0,4
2.6666666666666665,5
0.375,208
1.5,3
2.25,11
0.3,622
1.1666666666666667,40
3.3333333333333335,1
3.3333333333333335,3
3.3333333333333335,2
0.8333333333333334,19
3.3333333333333335,0
0.7142857142857143,19
0.4444444444444444,104
1.0,10
2.0,2
1.2,17
1.1666666666666667,42
2.0,6
0.6666666666666666,4
2.6666666666666665,4
1.0,25
2.25,9
1.0,2
0.625,25
1.25,6
0.8333333333333334,41
1.4,4
2.25,9
0.8571428571428571,43
2.0,1
1.1666666666666667,5
1.2,17
1.0,3
3.0,3
3.3333333333333335,4
0.75,9
0.5,19
2.3333333333333335,7
1.6,31
1.6666666666666667,4
0.5,229
2.25,0
0.7142857142857143,4
2.25,14
1.0,61
0.4444444444444444,118
1.5,9
3.3333333333333335,5
3.3333333333333335,7
0.7142857142857143,90
0.5,29
1.0,0
3.3333333333333335,2
2.6666666666666665,2
0.75,6
0.8571428571428571,122
1.6,2
3.0,5
1.5,14
1.6,6
2.6666666666666665,7
1.0,11
0.75,7
0.5,185
2.25,6
0.7142857142857143,18
1.25,3
3.0,3
1.6,2
2.0,3
0.75,7
0.8571428571428571,80
0.8333333333333334,16
0.8333333333333334,18
1.6,13
0.5,18
2.3333333333333335,5
3.3333333333333335,0
0.8,21
0.5714285714285714,93
0.4444444444444444,404
1.75,9
3.3333333333333335,1
2.3333333333333335,3
3.3333333333333335,4
1.6,9
1.25,12
0.7142857142857143,11
2.3333333333333335,7
2.3333333333333335,5
2.6666666666666665,2
1.2,17
1.25,11
0.5714285714285714,74
2.0,10
0.6666666666666666,25
1.5,12
2.0,14
0.625,42
1.6,4
0.42857142857142855,95
2.6666666666666665,6
0.42857142857142855,4
1.3333333333333333,1
1.0,21
1.6,6
3.3333333333333335,0
0.4444444444444444,245
0.7142857142857143,119
3.3333333333333335,0
1.0,58
0.8,11
3.0,1
2.0,4
1.5,13
1.2,5
2.6666666666666665,0
0.7142857142857143,24
3.3333333333333335,5
0.8333333333333334,61
1.1666666666666667,30
2.6666666666666665,6
1.0,1
2.0,13
0.5714285714285714,119
1.0,10
1.5,2
0.5,175
0.625,244
3.0,2
2.0,11
0.625,98
0.5,75
2.0,3
1.0,10
3.3333333333333335,0
3.3333333333333335,7
0.42857142857142855,106
0.6,13
3.3333333333333335,1
1.6,6
3.3333333333333335,5
1.6,7
1.0,20
1.6666666666666667,4
2.6666666666666665,7
0.6666666666666666,2
0.42857142857142855,82
3.3333333333333335,6
1.25,9
0.6666666666666666,40
0.5,40
0.6,28
1.2,26
0.5,104
0.8,12
3.3333333333333335,0
1.4,26
0.8571428571428571,121
2.0,2
1.6666666666666667,0
0.8333333333333334,24
1.25,15
1.25,11
2.0,1
